airline,overall,author,review_date,customer_review,aircraft,traveller_type,cabin,route,date_flown,seat_comfort,cabin_service,food_bev,entertainment,ground_service,value_for_money,recommended
American Airlines,1,Scott Elyard,6th December 2015,"I fly a lot through out the year but I have to say American Airlines has the worst customer service I have ever seen. I fly first class and have never had the worst service and attitudes I had on this flight, plus the plane left 45 mins late and made us miss our connecting flight which I was at the gate 5 mins before departure and they already left. Customer service was horrible and they gave me a $24 meal voucher for the inconvenience! American you need to fly different airlines and take note of customer service from all ends.",,Business,First Class,BWI to Miami,December 2015,1,1,1,1,1,1,no
American Airlines,1,T Christianson,4th December 2015,"Denver to London via Chicago with American Airlines. Our flight from Denver to Chicago was delayed due to weather. That's understandable. The delay caused us to miss our originally scheduled flight from Chicago to London, so I waited in line at the gate counter to re-book on a later flight from Chicago to London that we'd be able to make, based on the delay. Several of us on the flight were attempting to connect to London, and the later flight was filling up fast. Luckily I was near the front of the line. And then the gate agent upped and disappeared on us. Just walked away without saying anything to the person at the front of the queue. We thought we'd gone to the restroom or something and would be back. No - gone. The other agent didn't appear to notice or care when we pointed out this ridiculous behavior. After queuing back up at the end of the other line and finally getting some service, the later flight was full, of course. Delayed our vacation by a day and a half. No compensation. The flights themselves were OK, once we were actually on some flights. But I'll pay more to avoid American in the future. Too many awful customer service experiences with them.",,Couple Leisure,Economy Class,DEN to LHR via ORD,November 2015,2,3,2,2,1,1,no
American Airlines,1,James Brown,4th December 2015,"In 40 years I have never had an experience with any airline as negative as I had with American Airlines. Had to fly out on the first flight of the day so I could drive a moving truck to the location where it was to be packed. Stayed in a hotel the night before my flight to make sure I would be there on time. Woke up at 4 am and got to the airport by 5 am. Flight boarded at 6 and they kept us sitting on the runway for 2 and a half hours with no explanation or eta. Flight attendants were extremely rude, telling customers to be quiet and to stop asking questions. Ended up paying the moving crew for three hours to sit around, paid for a hotel the night before my flight and had to stay an additional night in a hotel because it was too late to complete the drive on the anticipated day. Contacted corporate and was given an insincere apology. Not sure I'd fly American in the future and did not expect them to compensate me for the money wasted but a travel voucher is the least they could have done. My guess is that this is business as usual for them.",,Solo Leisure,Economy Class,San Diego to Phoenix,December 2015,1,1,1,,2,2,no
American Airlines,1,L Smith,4th December 2015,"Miami to St. Kitts on American Airlines. All was great until we all were boarded and soon found out we were waiting for a few individuals to board. We then found out we were delayed on runway for weather. Then the next announcement said if we didn't leave at a certain time we would be brought back to the gate due to the pilots being over their hours. We eventually made it back to the gate, the announcement was they were trying to find a back up crew to fly us out then we found out we had a crew but then the airport was shutdown at our final destination. We all got off plane and were specifically told our flight was cancelled and to see the rebooting station for a hotel voucher and food voucher. The food and hotel voucher was a no go as they ""delayed"" our flight and forced us all to stay in the airport with not a thing but a rocking chair and airport seats. The airport completely shut down leaving 200+ individuals stranded with no food/drink etc. Never was an attempt to let anyone know what was going on or our next step. The customer service is the worst I have seen and you just lost at least if not more 6 customers who will never use your services again.",,Couple Leisure,Economy Class,MIA to SKB,December 2015,2,3,1,,1,1,no
American Airlines,3,James Russell,3rd December 2015,"Louisville to Miami via Charlotte on American Airlines. The plane had a fuel pump issue, it was an hour late at take off. When I asked one of the flight attentants how long it would take to reach Charlotte, she rudely asked what did they say during the announcement. I replied that I had hearing issues and did not recall. I felt that this was an inappropriate response to a person with a handicap. For the sake of the airline and the other people traveling with this flight attentant I hope her demeanor and behavior is corrected.",,Solo Leisure,Economy Class,Louisville to Miami via CLT,December 2015,3,1,2,,3,3,no
American Airlines,4,D Clark,3rd December 2015,"We had a 5:15am American Airlines flight from Pittsburgh to San Juan via Philadelphia. We checked the flight status at 3:00 am and again upon arrival at airport at 3:45AM. Airport boards stated ""on-time"". Since it was taking an inordinate amount of time for the agent to check baggage (10 minutes) we asked why. She stated the flight was cancelled and she was attempting to re-book. (We later learned the flight was actually cancelled much earlier the preceding evening, but no notification from American Airlines.) The only option offered would arrive assuming an on-time arrival with insufficient time to arrive at the port before our cruise departed. While waiting for the AA agent, we found a Southwest flight that would arrive in San Juan much earlier. The Agent refused to re-book on Southwest stating the American Airlines does not use Southwest for re-booking. We went down the hall to the Southwest counter and were able to get on the Southwest flights at our own considerable expense (a great flight experience). Our return trip via American Airlines was also cancelled, but the San Juan agent was able to re-book on United. We have now been attempting for over a month, to get a refund for our cancelled outbound trip with no success. Although the customer service representatives are very pleasant and seem to understand the situation, they apparently are unable to get our refund request approved. Unfortunately it appears that American Airlines has adopted USAirways tradition for uncaring service and lack of respect for their passengers. We will never book on AA again.",,Couple Leisure,Premium Economy,PIT to SJU via PHL,November 2015,1,1,,,1,1,no
American Airlines,1,Manyee Li,2nd December 2015,My American Airlines flight from London to NYC was suddenly delayed by a few hours and I only received the notification at the counter when I arrived at the airport. While I checked in online beforehand already and American Airlines had my contact details. The lady responded as it was the most common thing! Yesterday I was not able to go on my AA 0106 flight as I was 2 minutes late to get my label for my check in luggage at the automated machine. I ran around and all staff refused to assist me. The traffic took more than 3 times longer to arrive at the airport so I already felt stressed due to that - thanks for deserting me. What I'm furious about is the the flight left 1 hour and 35 minutes later. Rebooking the ticket was not possible and I had to contact the agency. Worst experience and no customer service at all.,,Solo Leisure,Economy Class,JFK to LHR,December 2015,3,1,,,1,1,no
American Airlines,10,K Buxton,2nd December 2015,"I was a very happy customer on my American Airlines flight AA39 from London Heathrow to Miami on 28th November. A great product on their Boeing 777-300, seats and entertainment. The service onboard was excellent. Food was good, plentiful and well-presented, good choice of wines. We fly to the US a couple of times a year in business and this is our second time with American Airlines. It won't be our last.",Boeing 777-300,Couple Leisure,Business Class,LHR to MIA,November 2015,5,5,5,5,4,5,yes
American Airlines,8,M Chang,2nd December 2015,"American Airlines from Los Angeles to New York, and I was pleasantly surprised. FAs were professional and friendly. Food options were great. Cabin was impeccable and seats comfortable. I didn't use the IFE so cannot comment. Overall it was a great flying experience and I'd gladly fly American Airlines again.",A321,Couple Leisure,Economy Class,LAX to JFK,November 2015,4,5,4,,4,4,yes
American Airlines,2,Kishore Kumar,1st December 2015,"Atlanta to Albuquerque via Phoenix. I was supposed to board my connecting American Airlines flight at midnight to Albuquerque. Just 20 min before boarding the flight was cancelled not due to technical snag nor bad weather. I was taken by surprise to hear that their crew member hasn't turned for duty. I was told to take a connecting flight to Dallas, with a first class upgrade which again turned out to be a second class ticket. The airline service was disgusting. It was a bad thanksgiving vacation.",,Solo Leisure,Economy Class,ATL to ABQ via PHX,December 2015,2,1,2,2,1,1,no
American Airlines,1,A Turnbull,30th November 2015,"I flew American Airlines from Charleston, SC to Hartford, CT with a connection in Washington D.C. Once I arrived in DC we were told the plane would be delayed 2 hours (originally supposed to leave at 10:10pm) to 12:01am due to maintenance problems with our plane coming from Portland, ME. Once the plane arrived at 11:45 they rushed us all onboard and then sat there for 40 minutes on the tarmac. Finally the captain came on and said due to more ""maintenance issues"" (but never specified) that they were ""trying to decide"" what to do - either switch us to a whole other plane or call to repair it. After about another 40 minutes of sitting a few of us starting to receive emails that the flight had been canceled all together. It is sad how Orbitz sent me an email quicker than they could tell me! After a 2 hour delay and 1.5 hours on the plane they finally canceled. But it gets better! With 70 of us and 1 woman at the service desk (who was very nice and trying her best!) we were told the only options were to wait until 11pm the next day (almost a full 24 hours) for a direct flight or take a flight to Chicago and have a 6 hour layover until Hartford. Due to myself being a clinician I could not afford to miss that much time, so I ended up taking a flight to White Plains, NY and drove myself to Hartford with a rented car! I wouldn't say I'm a frequent flyer, but I do fly a few times a year, and coincidently this was my first time flying American and also my worst experience ever! The flight crew had a ""don't care"" attitude and were not accommodating at all. The gentlemen next to me, after being on the plane for an hour, asked for some water to which she replied ""I'll have to ask the captain, but I can't be getting everyone beverages"" - surprise he never got the water, and when the captain came on the first time he said ""Sorry everyone for the slight delay in getting you out."" 3 hours isn't a slight delay! I can understand trying to be humorous but at 1 in the morning when we all have lives to get back to it came off as just crude! I get that everyone, especially the crew, is tired. But it is times like that where the customers need some extra care and accommodation - every little thing helps! In the future I will try everything in my power not to fly American Airlines!",,Solo Leisure,Economy Class,CHS to BDL via IAD,November 2015,1,1,,,1,1,no
American Airlines,1,Susan Palasis,29th November 2015,"Atlanta to Puerto Plate via Miami. I went to buy tickets online and I thought twice about flying with American Airlines because every time I've flown them the experience has been dreadful. Flight delays, cancellations, horrible customer service. Besides my good judgement, I purchased 5 tickets with them. Almost immediately I realized I had made the purchase in error and called to get a refund, which I'm entitled to. I was put on hold forever, disconnected multiple times and told there would be no refund. They must be desperate for money if they have to act contrary to other airlines.",,Solo Leisure,Economy Class,ATL to POP via MIA,November 2015,,,,,1,1,no
American Airlines,1,Hunter James,28th November 2015,"I have never had such a bad experience on a plane in my life. I was coming back to Atlanta from the Bahamas with American Airlines but I had a connecting flight through Miami. Getting onto the plane they made me check my carry-on because they had reached capacity (even though I was in the second group). I was hesitant doing so but I did as they asked. When we landed I waited for an hour and half in baggage claim before they told me where it was. They had left the bag in Miami because the plane was too heavy and couldn't carry anymore bags. (They didn't even tell me they were doing this.) The worst part was that I was going to the Auburn Alabama game in the morning and my ticket was in that bag so I had to miss the game. Also the rest of my family's bags were scuffed, one of the bags had the zipper ripped off and the pocket in the front ripped off as well. They asked if American Airlines would fix it or replace it and they refused to do either. The fact that I am actually taking the time to write this review is how angry I am. I will never fly this airline again.",,Solo Leisure,Business Class,MIA to ATL,November 2015,1,1,,,1,1,no
American Airlines,1,J Walker,27th November 2015,"Very expensive to fly with American Airlines. We purchased our tickets in errror on line and they would not reimburse once they have your money. When they mess up too bad the customer pays and they say they are not responsible for any additional costs incurred. Their plane had problems which delayed our take off for four hours. The terminal staff were rude and arrogant. Their problems caused us to miss our connecting flight and our hotel transfer. We had to pay to regain both and they are not willing to reimburse because it is not there problem. They said they would send me a voucher to travel with them again, but after reading the reviews from others, I don't think flying with American Airlines will be happening again",,Couple Leisure,Premium Economy,Philedephia to Athens,October 2015,2,2,2,,1,1,no
American Airlines,1,Elisa Sant,26th November 2015,"American Airlines always disappoints. Every time I flew with them my flight either gets cancelled or delayed. Last time I flew my flight got cancelled leaving La Guardia, NY at around 3pm because it was raining and they only booked another flight the next day out of Newark which miles away (in NJ)! Not to mention that it stopped raining about an hour later. Today my flight got delayed for an hour because of a ""maintenance issue"". I am yet to see a flight with this airline that does not give me any issues or headaches. Such a disappointing and non-reliable service. If I could give a negative rating on this website I definitely would.",,Solo Leisure,Economy Class,La Guardia to DFW,November 2015,1,1,,,1,1,no
American Airlines,1,Jo Goulding,26th November 2015,"Was due to fly to JFK with AA today but flight got cancelled after much misinformation given out by AA staff what ensued after the cancellation announcement was beyond shambolic with the staff employed by this pitiful excuse of an airline doing a runner and not one member of staff to be found on the abandoned ""customer service"" desks, every other airline in Terminal 3 had a desk open but not AA, trying to get through to the number given out by the staff in the departure lounge was impossible and in the end it was helpful staff at the British Airways section who managed to get some information for passengers. The contempt that AA obviously has for its customers was quite an eye opener with not one ounce of customer service or care given at all, many of the passengers were Americans trying to get home to family for Thanksgiving. Whilst we all understand mechanical issues have to be dealt with and safety being paramount, you also need to have some level of empathy and a duty of care for your customers and there was a way AA could have dealt with a cancelled flight but they failed big time. Also listening to staff whispering and discussing ongoing maintenance issues with this aircraft does not instill confidence. I will not give this airline another chance. Never again.",Boeing 777-300ER,Couple Leisure,Economy Class,Heathrow to JFK,November 2015,1,1,,,1,1,no
American Airlines,1,Brenda Mcnutt,25th November 2015,"I contacted American Airlines to upgrade to business. Agent told me I would have to purchase 5000 miles which I did. She gave me a record locator number and seats. When I got to airport I was told I would need 600 dollars more, that I didn't have enough miles, and had to re issue coach ticket. When I returned to the US I contacted American Airlines to refund purchased miles and was told by a very rude condescending person that it would not be refunded. I am canceling my American Airlines credit card and will never fly with them again. BewAre of agents that tell you to get you to purchase non Refundable miles.",,Family Leisure,First Class,Dallas to Cozumel,November 2015,1,1,,,1,1,no
American Airlines,7,Kandiah Chelvanathan,25th November 2015,"Overall an interesting travel experience with American Airlines. First time with them on medium haul across the Atlantic. Amazing IFE on-board the Boeing 777 for this flight from London to New York JFK. Food options limited and if you are a vegetarian, there is only an option for a vegan meal. Space and toilets satisfactory. Terminal 3 at Heathrow busy and long queues. Seat to seat calls are available besides WIFI access onboard with a minimal charge of course. Overall good and may fly with them again.",Boeing 777-300ER,Solo Leisure,Economy Class,LHR to JFK,October 2015,3,2,2,5,3,4,yes
American Airlines,2,M Pflaum,25th November 2015,"My trip started off a little rocky. Understandably, my flight was originally delayed two hours due to a passenger being sick. From there, bad weather caused my flight to be detoured and grounded in Kansas for 1+ hours before resuming the flight to Texas. During this entire flight time, we were only served drinks once (at the very beginning of the flight), and the flight was short on food due to the previous delay due to sickness. Therefore us passengers went 7+ hours with only one beverage service, and no available food. When we landed, we were all scrambling to reach our connecting delayed flights, if they hadn't been cancelled at that point yet. Luckily, I reached my gate in time, waited an hour, before realizing people were slowly disappearing even though there had been no announcement stating my flight had been cancelled (this was at 12AM). After inquiring if my flight was in fact cancelled, I was also told that every single flight to my destination was booked the next day with no openings on any flights for over a day. Desperate, I asked how I could get closer to my destination. I was put on standby for a 1:30AM flight out, and told I could take a 2 hour bus ride to my destination in the morning. Once again, upon landing at 2:30 in the morning, we were left unable to unload for one hour because flights were backed up. I get that weather happens, but the customer service to this point was terrible, and we never once receiving anything to drink. Once when I landed, I figured I should find out where my bus would be leaving from before finding a spot on the floor to close my eyes for a few hours. I was told by an airport worker I was in the right location, so I stopped my search and found my place on the floor. Waking up an hour and fifteen minutes early, just to be sure I wasn't given the wrong information, I began questioning where this bus would exactly turn up. After talking to 5 different people and being told 5 different places I should go to catch my bus, an American Airlines employee sent me all the way across the airport to a place where my bus was not taking off from, and no one could answer any of my questions. So, I returned to American Airlines, and finally my patience was spent. I explained my story, showed them my tickets, and the employee replied that in the ten years that they had worked there, they had never seen this bus ticket option before. Then after spending ten minutes making phone calls, they realized this bus service had in fact been around for 2 years. Never once did I receive an apology for being sent all around the airport, when this could've been solved by admitting they were unsure where this bus left from and making a phone call to find out the answer. I then had a 4 hour layover at the airport, before finally boarding a bus to my final destination. Arriving 17 hours later than I should have. I understand that we can't control the weather, and things happen. My issue with this experience was the awful customer service. I would have difficultly recommending flying with American Airlines due to my experience.",,Solo Leisure,Economy Class,PDX to BPT,November 2015,2,1,1,,1,1,no
American Airlines,2,Will Morrison,24th November 2015,"First class cabin was dark and dingy, the seat was stained and scratched, had been very poorly cleaned and the carpet smelt. Welcome drink was served in a plastic cup. Catering was truly insulting, comprising some warm nuts followed by a bowl containing 4 small pieces of processed cheese and 2 crackers. Cabin crew were friendly enough. AA, you should be truly ashamed.",A330,Solo Leisure,First Class,PHL to MCO,November 2015,3,2,1,3,3,1,no
American Airlines,1,Christine Nickerson,21st November 2015,"In Orlando my plane had mechanical problems so we were over an hour late leaving, which then made me miss my connecting flight. This happens and I understand that. However, the way I was treated in Philly was inexcusable and the compensation was worse! First after missing my connecting flight I was told to go to Customer Service, which was a very long walk. Then there was a line with over 100 people in it, so I had to stand in line for well over 90 minutes, late at night. By 11pm, I was given a ticket for the next morning flight, no apology and no hotel. I was supposed to sleep in the airport. They would not even help me find a hotel, they gave me a phone number, in which I had to walk to a second customer service desk to use their phone and they couldn't even tell me a hotel close by to use. I called the phone number for hotels, but the quota for airline hotels was booked up by this time and I was left on my own to find a hotel, book it and pay for it. I have a disability, and I asked for a cart to help me through the airport, I was denied. The ticket girl, told me it wasn't that far to walk. Yes, it was! I ended up googling hotel, found one close by and got my own transportation to it. Caught my flight the next morning. When I called Customer Service and complained they reimbursed me less than half the cost of my hotel and gave me reward points that are useless.",,Family Leisure,Economy Class,Orlando to Philadelphia,August 2015,4,2,4,4,1,1,no
American Airlines,1,Elvia Ortiz,21st November 2015,"I paid extra to have a short flight due to traveling international with a 2 month old infant. I arrived at the airport 2.5 hours before. They insisted I do self check which didn't work. The next attendant couldn't help so they took me to another after 1.25 hour of check in. The security took over an hour as well and I arrived 10 minutes before departure but they had closed the gate! The attendant was very rude and said my only option was to stay the night or leave on a later flight 13 hours later and travel all night, she did not seem to care at all that I had an infant. A different individual ""magically"" found me a flight 2 hours later and she seemed annoyed. I ended up having an 11 hour overlay with an infant when I was originally supposed to have a 2.5 hour overlay and paid $400 extra. They weren't supposed to check my bag, it was supposed to be Gate check with my stroller and carseat, but they ended up checking it at my first flight so I was without baby cloths, diapers, and formula. When I talked to a flight manager he said there was nothing they could do and didn't seem to care I had a screaming infant.",,Family Leisure,Economy Class,Salt Lake City to Mexico,November 2015,2,2,,,1,1,no
American Airlines,1,Luke Swanson,21st November 2015,"Chicago to Manhattan Regional. My experience with American Airlines was tumultuous and stressful. After a long 4 hour delay, the airline decided to give up on any further attempts of getting us to our desired destinations. The error that occurred was not because of the weather, but ill-preparation from the flight crew. We were not accommodated in any way after the delay and cancellation, causing a loss of money. Our purchase or game tickets, hotel stays, rental cars, and even keeping our dog in a kennel at home became a huge waste of money, and all we got from the company was a simple, ""sorry."" Would not recommend this impolite and disrespectful airline.",,Family Leisure,Business Class,IAD to MHK,November 2015,3,1,,,1,1,no
American Airlines,1,D Evans,20th November 2015,"Having flown all over the country and flown all over the world, I have a bit of an idea of what a quality flying experience is, as well as what a bad experience is. My wife and our two toddlers had to get a flight out of San Diego to Salt Lake City via Los Angeles. She got to the airport with plenty of time, but being a Friday evening, the airport was packed. She went to check in at the kiosk, but it denied her and she had to wait in a long line to see a rep. Finally, she got to the front of the line, only to be told that she needed to go wait in another line because the counter she waited for was being closed. With two toddlers, who, thank the lord, were very well-behaved, a carry-on suitcase, and a stroller, she had to get into another line to wait all over again. By this time, her departure was getting close and she had not even gotten her ticket due to the kiosk denying her (for whatever reason) and being sent to wait again in another line. When she finally got to the ticket counter (again) the female rep told my wife that it was a waste of time to print her ticket as my wife and kids would surely miss the flight. There was still time to make the flight, but the time was running out quickly. Having no sense of courtesy, the rep began to close down her counter and handed out cards with a phone number that people would have to call to have their tickets printed. I have never seen or heard of that before. After more time was wasted at the counter, my wife began to panic, and while trying to keep my two toddlers calm, she finally convinced the rep to print her ticket. My wife rushed through security (of course having her hands inspected for whatever residue the TSA looks for), and got to the gate. The airplane was still docked, but the door was closed, thus she was denied boarding. My wife went around to a few different American Airlines desks to figure out what she could do and wasn't helped at all, rather, she was greeted with agitation, not sympathy or civility. Eventually, Alaska Airlines allowed her onto their next flight free of charge, which was a direct flight, and she made it home. However, she had to wait another several hours in the San Diego terminal with two toddlers to get onto that flight. American Airlines and their reps made my wife and two young kids miss their flight and couldn't care less. Alaska Airlines solved our crisis and didn't even charge us. Now I have my first airline credit card and it is from Alaska Airlines, as I refuse to fly with any other national airline anymore.",,Family Leisure,Economy Class,SAN to SLC via LAX,October 2015,1,1,,,1,1,no
American Airlines,8,Javier Bacallado,19th November 2015,"New York JFK to Bogota via Miami with American Airlines, and a good experience. Transit in Miami is a pleasure, since terminal D is easy to walk, and nice shopping and eating experience. Admirals Club always crowded but comfortable. All flights on time. Nice FA and IFE offered on all legs. The new A321 is comfy and quiet. Even on my way back the gave me a shorter connection than originaly planned, got back to JFK sooner than expected.",Boeing 777 / 757,Business,Business Class,JFK to BOG via MIA,November 2015,3,3,3,3,4,4,yes
American Airlines,2,Bruce Kingfield,19th November 2015,"I used to like American Airlines overall, but vowed to never fly US Airways after 100% horrible experiences. The merger now has the American name and logo but the US Airways utter contempt of its customers. I had gotten tied up with horrible security lines and despite checking in from home, arriving an hour early, I got to the gate at 8 minutes till. So the plane is there just sitting. No break for me. I go to customer service. The first agent said she would reroute me through Dallas but the plane was full, so I got a standby for 11hours later. I looked online and saw there were seats for another flight through Chicago and went back to request that, only arriving 3 hours late. This bored agent (not harried, there order for agents and me) said that their policy now was to when we re route through the same exact points so I was stuck on the next direct flight and could not be rerouted. But either way one of them was lying through to me. The 2nd agent refused to fly me on the much more convenient flight she just said deadpan, ""welcome to the new American Airlines."" At least I am making my flight on the much later one on a rickety old US Airways plane which are prone to frequent breakdowns, which is why I refused to fly them before. 4-6 hour delays were too common. I can always hope for a upgrade to first class, however on these planes, the first class on domestic flights is like 1985 economy deluxe. The whole experience of having to sit in an airport simply because the agents refused to help reminds me of why I could never fly US Airways. It looks like I will have to abandon American Airlines as well in favor of someone cares about its customers. At least a little bit.",,Solo Leisure,Economy Class,Phoenix to Des Moines,November 2015,2,3,3,2,1,2,no
American Airlines,1,Avneel Abhishay,19th November 2015,"American Airlines is the absolute worst, an old Boeing 737 took us from Los Angeles to Miami, and in between anyone accustomed to this route knows the type of turbulence. The issue here is not the turbulence, but the fact an old plane was chosen for this route. The flight attendants have an 'I couldn't care less' attitude, and are so badly dressed. It baffles me that they don't have complimentary meals on a 5 hour long flight. The seat was really uncomfortable, and the leg room was not pleasing. After having a 10 hour flight from Fiji to LA, and an 11 hour long transit, I was expecting this airline to be nice and comfortable so I can sleep, but I couldn't. I will avoid this airline at all costs in future.",Boeing 737-800,Business,Economy Class,LAX to MIA,October 2015,1,1,,1,1,1,no
American Airlines,7,Betsy Haynes,19th November 2015,"When I booked what I thought was first class for my husband and me, I realized it was economy so I rebooked into first class. I received 2 E-itinerary with with the same record locator. One had my husband going from Jacksonville to Dallas Ft Worth and the other on a different date but same record locator had me going from Charlotte to Des Moines with another person and charged to my C/C. After many calls and hangups from agents, the tickets were corrected. They said this never happens! Then I noticed I had been charged for three reservations. I called and spoke with at least 10 American Airlines' representatives. Most would put me on hold until I got a dial tone. I thought I will never fly AA again. Today one week later I spoke with a supervisor, and she not only explained about my refund on my credit card but was so courteous that my blood pressure went way down and my opinion of American Airlines went back to A1. I will continue to fly AA only because of her.",MD80,Solo Leisure,First Class,JAX to DFW,June 2015,5,5,5,,5,4,yes
American Airlines,6,Katelyn Romaine,18th November 2015,"I was very impressed by the extra service from all airline staff. I was on crutches with a broken foot and they offered to take me in a wheelchair between airlines and even to get my luggage. All airline staff was very courteous and concerned. However, I was very very offended at the end of the journey by a porter. The lady who took me to get my luggage realized that she couldn't carry my bag outside and wheel me as well, so she asked a porter to help, a Spanish speaking man. He literally picked up the one suitcase and wheeled it outside. The lady left me in the wheelchair to wait for my ride. The porter then turned to me and said, ""well?"" ""Well what?"" I asked. ""I work for tip!"" He said. ""I'm sorry I have no cash,"" I said. ""Ha! You have no cash?? I work for tip!"" He said again. ""Leave me alone,"" I said. He then threw my suitcase on the ground and walked away. At this point it was midnight, my foot was in real pain and I was really offended by this. I have no problem tipping porters, but this was a very different situation, as I didn't not ask for his help and it literally only took a moment of his time. The lady could not have taken me outside without his assistance. I will avoid the airline after this experience.",,Business,Economy Class,Richmond to Fort Lauderdale,November 2015,4,5,4,4,1,4,yes
American Airlines,1,Richard Wooten,17th November 2015,"I have flown American Airlines at least 5 times this year, not one of the 5 times has anything gone smoothly, from delayed flights due to planes not being available, planes breaking down on runways, switching planes and gates multiple times, and the list goes on. The staff is flat out rude, every single time I have a question it is responded with a condescending answer. By far the worst airline I have ever flown and this includes American eagle. If this is any indication of how irate I have become with them, I have never written a review online for any business no matter how bad the customer service was. I recommend you choose any other airline besides American or consider driving. With all the delays you will undoubtedly incure you may make better time driving.",,Business,Economy Class,ATL to PHL,November 2015,1,1,1,1,1,1,no
American Airlines,7,Peter Pomeranze,17th November 2015,"Los Angeles to Kona (Hawaii) on an American Airlines A321. Now that I've taken two flights on this new aircraft and spoken to flight attendants it is clear that American has chosen the wrong aircraft for this route. Firstly, although new, the setup is so flawed and poorly thought out on many levels. The entertainment system is problematic with constant reboots needed and a very clumsy operating system. The whole experience is like renting a car from a budget company and getting a new car which is clearly made as cheaply as possible. The most serious issue is that due to fuel requirements this aircraft very often has to move passengers away from the front of the aircraft when loads are light. A flight attendant confessed to me that it happens with regularity including evacuation of the entire first class cabin. This is not a safety issue but an issue of very poorly thought out choice of aircraft for route. That combined with the serious design flaws make it a strange experience.",A321,Business,First Class,LAX to KOA,November 2015,4,4,4,3,4,4,no
American Airlines,1,D Griffin,17th November 2015,"This is the first and last time I book a flight with American Airlines. The pilot for the 6am flight was a no show, which resulted in a late departure to Philadelphia where I needed to connect to get to Syracuse. They made me miss my connecting flight to Syracuse. They provided me with a rescheduled ticket for 2pm to make up for it. They wait until 2pm to tell me that I had a standby ticket meaning that I was not guaranteed a seat. It's 12 hours later and I'm currently and still at the airport because of this standby! Never again will I invest in disorganization and lack of good quality service.",,Business,Economy Class,New York to Syracuse,November 2015,1,1,,1,1,1,no
American Airlines,1,Michelle Thompson,16th November 2015,"Decided to fly with American Airlines for a return trip from Houston to Phoenix. This was a colossal mistake! We arrived at the airport 2hrs before our flight and almost didn't make it. We tried checking in at the American kiosk but were told we had to see a representative because we were travelling with a small dog. We got in line for a rep and waited while several angry customers ahead of us were seen to. Got to the front of the line and were told that we could not be helped and had to stand in another line for a different rep that could check our little dog in. We did this and finally 30 mins later were at the front of that line when the rep closed his station! He directed us to another line where we waited and started to fret because it was getting near to our flight time. Got to the front of that line and the sloth like rep told us our gate had closed. We asked what our options were and were told it was not her problem! My husband ran and tracked down an AA manager. He proceeded to read us the riot act about being late before even hearing our side of the story. Fortunately some other travellers who were going through similar scenarios stood up for us and told the AA manager that we had indeed been on time and had spent over 1.5hrs in the check in line. The manager decided to help us after explaining AA was in no way responsible for any of our trouble. He got us to our gate just before the plane door closed. We had paid for an upgraded seat but lost that with no compensation and not even an apology. Our luggage did not make our flight and we were told in Phoenix it would cost us to have it delivered to where we were staying! We received similar treatment on our trip home but had allowed 2 extra hours at the airport so made our flight! I have never seen so many angry disgruntled travelers on an airline and I travel a lot. Nor have I seen so many rude, incompetent employees. I would ride my bike to a destination before I would ever take another American Airlines flight!",,Couple Leisure,Economy Class,Houston to Phoenix,November 2015,1,1,,,1,1,no
American Airlines,1,K Thompson,16th November 2015,"Complete distain for their customers. Although American Airlines tout in their Customer Service Plan ""We are in business to provide safe, dependable, and friendly air transportation to our customers, along with numerous related services, in the hopes that you will fly us again and again."" My wife and I found the reverse opposite to be true when traveling out of both Houston and Phoenix this weekend. The ticket agents were all (six people that we worked with anyway) poorly informed of the airline process and procedure, stunningly rude and belligerent. It boggles my mind that this airline is still in business, I guess size trumps quality for American's ridership. I however, will never again purchase a ticket with American Airlines.",,Business,Economy Class,Houston to Phoenix,November 2015,1,2,1,,1,1,no
American Airlines,2,Christopher Bachman,16th November 2015,"Dallas Fort Worth to Wichita Falls flight AA3339 was delayed due to weather. However, minimal efforts were provided to comfort the passengers. Cots and blankets were piled in one area, first come first serve. No compensation was provided (i.e. food vouchers, coupons for future flights, water). No one offered to dim the lights. No efforts were made to silence or turn off the televisions. I asked one of the attendants for something as little as ear foam plugs but none were provided. On top of all of that, there was a fire alarm test of the building that lasted approximately 20 minutes at 4am. Attendants refused to provide the customer's baggage to leave the airport to seek lodging elsewhere and/or procure other transportation to their destination. Customer satisfaction reached a new level of low. Flight attendants all departed from the airport after cots and blankets were distributed. It seemed like the attendants said, ""It's not my problem anymore"". It is understandable that decisions were made from the bosses in the top, however it is the attendant's responsibility to try to provide maximum comfort to the passengers whenever possible. The little things really do matter!",,Business,Economy Class,DFW to SPS,November 2015,2,1,,,1,1,no
American Airlines,3,Chris Kubic,16th November 2015,"Don't volunteer to give up your seat unless you are prepared for significant hassle. They asked for volunteers, I asked when the next flight was, they told me it was an hour later. I stood at the counter for about 45 minutes while they tried to figure out how to do this. By then, my original flight had departed. It was then that I was told the next flight was seven hours later. Upon arriving I told the reps at the American Airlines baggage claim desk that I had moved to a later flight. They told me that my luggage had been transferred to the new flight and should be at the baggage claim. I watched the baggage belt go round and round for forty five minutes before asking a different rep, who said my bag had come through on my original flight. He got it in five minutes. Overall, a colossal waste of time trying to do something nice. It's just business to them. They do not care.",,Business,Economy Class,New Orleans to Chicago,November 2015,2,4,1,,1,2,no
